Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-01-07T08:37:23.541Z","Included","gemini-3-flash","No","0","41206","116834","4236","162276","0.04"
"2026-01-07T08:35:13.211Z","Included","gemini-3-flash","No","0","95749","669855","9962","775566","0.11"
"2026-01-07T08:33:49.809Z","Included","gemini-3-flash","No","0","109204","543818","4684","657706","0.10"
"2026-01-07T08:31:52.550Z","Included","gemini-3-flash","No","0","84108","487993","8526","580627","0.09"
"2026-01-07T08:30:49.465Z","Included","gemini-3-flash","No","0","47003","257668","5388","310059","0.05"
"2026-01-07T08:28:14.706Z","Included","gemini-3-flash","No","0","100637","753484","10786","864907","0.12"
"2026-01-07T08:27:08.219Z","Included","gemini-3-flash","No","0","53234","234454","4397","292085","0.05"
"2026-01-07T08:23:21.922Z","Included","gemini-3-flash","No","0","150855","1279353","16639","1446847","0.19"
"2026-01-07T08:22:44.964Z","Included","gemini-3-flash","No","0","31883","142847","1840","176570","0.03"
"2026-01-07T08:21:46.662Z","Included","gemini-3-flash","No","0","51587","191266","4473","247326","0.05"
"2026-01-07T08:15:58.098Z","Included","gemini-3-flash","No","0","194639","2474850","36315","2705804","0.33"
"2026-01-07T08:15:08.204Z","Included","gemini-3-flash","No","0","38150","115455","5650","159255","0.04"
"2026-01-07T08:13:20.004Z","Included","gemini-3-flash","No","0","78185","468908","9267","556360","0.09"
"2026-01-07T08:12:35.222Z","Included","gemini-3-flash","No","0","41718","152618","4158","198494","0.04"
"2026-01-07T08:10:36.021Z","Included","gemini-3-flash","No","0","82259","296719","17780","396758","0.11"
"2026-01-07T08:09:32.960Z","Included","gemini-3-flash","No","0","71521","293628","3437","368586","0.06"
"2026-01-07T08:07:03.304Z","Included","gemini-3-flash","No","0","78155","597615","14942","690712","0.11"
"2026-01-07T08:06:11.382Z","Included","gemini-3-flash","No","0","41669","177596","4144","223409","0.04"
"2026-01-07T08:05:17.220Z","Included","gemini-3-flash","No","0","44540","154818","4719","204077","0.04"
"2026-01-07T08:04:11.061Z","Included","gemini-3-flash","No","0","40483","182676","7709","230868","0.05"
"2026-01-07T08:03:02.675Z","Included","gemini-3-flash","No","0","57590","260810","4786","323186","0.06"
"2026-01-07T08:01:15.905Z","Included","gemini-3-flash","No","0","68094","422383","10581","501058","0.09"
"2026-01-07T08:00:37.727Z","Included","gemini-3-flash","No","0","38887","107268","3423","149578","0.04"
"2026-01-07T07:58:09.977Z","Included","gemini-3-flash","No","0","96682","609114","12082","717878","0.12"
"2026-01-07T07:56:34.045Z","Included","gemini-3-flash","No","0","67773","521176","4886","593835","0.07"
"2026-01-07T07:54:58.597Z","Included","gemini-3-flash","No","0","66463","307134","9274","382871","0.08"
"2026-01-07T07:52:01.624Z","Included","gemini-3-flash","No","0","96987","988910","14748","1100645","0.14"
"2026-01-07T07:51:29.431Z","Included","gemini-3-flash","No","0","35146","86727","2988","124861","0.03"
"2026-01-07T07:48:27.206Z","Included","gemini-3-flash","No","0","91620","674029","18089","783738","0.13"
"2026-01-07T07:47:11.362Z","Included","gemini-3-flash","No","0","49656","256583","3739","309978","0.05"
"2026-01-07T07:45:49.880Z","Included","gemini-3-flash","No","0","42153","192416","8253","242822","0.06"
"2026-01-07T07:43:16.326Z","Included","gemini-3-flash","No","0","166920","729066","8431","904417","0.15"
"2026-01-07T07:41:57.255Z","Included","gemini-3-flash","No","0","55029","284256","4744","344029","0.06"
"2026-01-07T07:39:55.035Z","Included","gemini-3-flash","No","0","66949","368635","11944","447528","0.09"
"2026-01-07T07:39:11.208Z","Included","gemini-3-flash-preview","No","0","44206","108440","3445","156091","0.04"
"2026-01-07T07:37:58.696Z","Included","gemini-3-flash","No","0","94808","502631","7296","604735","0.09"
"2026-01-07T07:37:23.593Z","Included","gemini-3-flash","No","0","33891","125981","2257","162129","0.03"
"2026-01-07T07:35:31.506Z","Included","gemini-3-flash-preview","No","0","12048","46072","1494","59614","0.01"
"2026-01-07T07:35:01.275Z","Included","gemini-3-flash-preview","No","0","18802","60636","741","80179","0.01"
"2026-01-07T07:34:38.298Z","Included","gemini-3-flash-preview","No","0","13615","0","2267","15882","0.01"
"2026-01-07T07:33:07.214Z","Included","gemini-3-flash","No","0","114966","1304983","20428","1440377","0.18"
"2026-01-07T07:32:42.611Z","Included","gemini-3-flash-preview","No","0","9303","100016","2293","111612","0.02"
"2026-01-07T07:32:12.190Z","Included","gemini-3-flash-preview","No","0","35079","109639","3212","147930","0.03"
"2026-01-07T07:32:09.323Z","Included","gemini-3-flash","No","0","33959","133330","6029","173318","0.04"
"2026-01-07T07:31:40.773Z","Included","gemini-3-flash-preview","No","0","23914","55478","2395","81787","0.02"
"2026-01-07T07:29:34.195Z","Included","gemini-3-flash","No","0","133735","781103","9476","924314","0.13"
"2026-01-07T07:28:28.038Z","Included","gemini-3-flash","No","0","16828","19803","1281","37912","0.01"
"2026-01-07T07:27:11.447Z","Included","gemini-3-flash","No","0","22987","47846","1163","71996","0.02"
"2026-01-07T07:24:16.424Z","Included","gemini-3-flash","No","0","102855","537563","15646","656064","0.13"
"2026-01-07T07:23:11.516Z","Included","gemini-3-flash","No","0","32295","173058","5910","211263","0.04"
"2026-01-07T07:19:24.749Z","Included","gemini-3-flash","No","0","97660","851110","19591","968361","0.15"
"2026-01-07T07:17:23.170Z","Included","gemini-3-flash","No","0","71506","553014","6785","631305","0.08"
"2026-01-07T07:16:33.253Z","Included","gemini-3-flash","No","0","45892","113686","4439","164017","0.04"
"2026-01-07T07:16:11.525Z","Included","gemini-3-flash-preview","No","0","22443","41474","574","64491","0.02"
"2026-01-07T07:15:46.325Z","Included","gemini-3-flash-preview","No","0","23263","46540","1653","71456","0.02"
"2026-01-07T07:14:53.093Z","Included","gemini-3-flash","No","0","54248","296199","8794","359241","0.07"
"2026-01-07T07:14:15.887Z","Included","gemini-3-flash-preview","No","0","50075","410578","7446","468099","0.07"
"2026-01-07T07:13:43.518Z","Included","gemini-3-flash-preview","No","0","10643","34947","325","45915","0.01"
"2026-01-07T07:13:39.304Z","Included","gemini-3-flash-preview","No","0","6617","20276","1460","28353","0.01"
"2026-01-07T07:13:20.900Z","Included","gemini-3-flash","No","0","44836","191568","8819","245223","0.06"
"2026-01-07T07:12:56.516Z","Included","gemini-3-flash-preview","No","0","14120","11959","500","26579","0.01"
"2026-01-07T07:12:14.824Z","Included","gemini-3-flash-preview","No","0","14798","8727","680","24205","0.01"
"2026-01-07T07:10:45.634Z","Included","gemini-3-flash","No","0","70682","589471","13041","673194","0.10"
"2026-01-07T07:10:16.426Z","Included","gemini-3-flash","No","0","35966","36740","2831","75537","0.03"
"2026-01-07T07:07:45.807Z","Included","gemini-3-flash","No","0","62202","421664","6932","490798","0.07"
"2026-01-07T07:07:41.312Z","Included","gemini-3-flash-preview","No","0","58856","265758","10723","335337","0.09"
"2026-01-07T07:07:20.401Z","Included","gemini-3-flash-preview","No","0","18627","104162","1495","124284","0.02"
"2026-01-07T07:06:51.828Z","Included","gemini-3-flash","No","0","30205","108989","4747","143941","0.03"
"2026-01-07T07:04:45.811Z","Included","gemini-3-flash","No","0","69172","491047","10089","570308","0.09"
"2026-01-07T07:03:36.466Z","Included","gemini-3-flash","No","0","39725","177752","3514","220991","0.04"
"2026-01-07T06:59:58.822Z","Included","gemini-3-flash","No","0","109858","1001541","18380","1129779","0.16"
"2026-01-07T06:58:56.117Z","Included","gemini-3-flash","No","0","38566","223966","2500","265032","0.04"
"2026-01-07T06:58:05.460Z","Included","gemini-3-flash","No","0","29358","49480","4232","83070","0.03"
"2026-01-07T06:48:44.618Z","Included","gemini-3-flash","No","0","147393","1102696","14517","1264606","0.17"
"2026-01-07T06:48:02.213Z","Included","gemini-3-flash","No","0","24973","78292","4073","107338","0.03"
"2026-01-07T06:45:42.647Z","Included","gemini-3-flash","No","0","132877","591598","11342","735817","0.13"
"2026-01-07T06:44:53.077Z","Included","gemini-3-flash","No","0","34072","134477","3645","172194","0.03"
"2026-01-07T06:42:12.763Z","Included","gemini-3-flash","No","0","85961","676264","13559","775784","0.12"
"2026-01-07T06:41:12.119Z","Included","gemini-3-flash","No","0","48824","174803","2941","226568","0.04"
"2026-01-07T06:40:40.003Z","Included","gemini-3-flash","No","0","26624","79793","3238","109655","0.03"
"2026-01-07T06:37:13.001Z","Included","gemini-3-flash","No","0","118932","1107682","15688","1242302","0.16"
"2026-01-07T06:36:10.031Z","Included","gemini-3-flash","No","0","29713","155153","5700","190566","0.04"
"2026-01-07T06:33:03.737Z","Included","gemini-3-flash","No","0","131807","866665","10498","1008970","0.14"
"2026-01-07T06:25:03.216Z","Included","gemini-3-flash-preview","No","0","35227","171640","122","206989","0.03"
"2026-01-07T06:24:24.262Z","Included","gemini-3-flash-preview","No","0","41300","130552","1584","173436","0.03"
"2026-01-07T06:22:12.727Z","Included","gemini-3-flash-preview","No","0","71124","392233","3427","466784","0.07"
"2026-01-06T23:16:47.949Z","Included","gemini-3-flash-preview","No","0","75895","281786","4622","362303","0.07"
"2026-01-06T23:14:57.308Z","Included","gemini-3-flash","No","0","9433","0","347","9780","0.01"
"2026-01-06T23:06:12.490Z","Included","gemini-3-flash-preview","No","0","9898","125490","139","135527","0.01"
"2026-01-06T23:04:43.934Z","Included","gemini-3-flash-preview","No","0","88408","629986","3877","722271","0.09"
"2026-01-06T23:03:01.081Z","Included","gemini-3-flash-preview","No","0","71159","145108","4705","220972","0.06"
